Id_client,Total_amount,Gender,Age,Count_city,Response_communcation,Communication_3month,Tenure
202179,2840,M,31,1,1,1,6
202180,12040,F,45,1,1,1,12
202182,9947,F,59,1,0,1,12
202186,1424,F,62,1,1,1,6
202188,829,M,27,1,1,1,4
202189,7053,F,39,1,1,1,9
202191,4260,F,28,2,1,1,11
202195,3611,F,52,1,1,1,11
202201,4114,F,37,1,1,1,6
202206,10302,F,28,1,1,1,10
202208,9781,F,22,1,0,1,12
202212,9513,M,25,1,0,1,12
202213,5372,F,24,1,0,1,9
202214,15458,F,27,1,0,1,12
202215,3288,M,31,1,1,1,7
202222,1605,F,22,1,1,1,5
202224,3957,F,55,1,1,1,5
202226,9433,F,27,1,0,1,12
202229,12277,F,56,1,1,1,12
202236,3446,F,70,1,1,1,9
202238,1959,F,64,1,1,1,6
202250,7265,M,36,1,1,1,12
202255,2354,M,29,1,1,1,7
202261,8028,F,57,1,1,1,10
202262,11100,F,27,1,0,1,12
202263,14289,M,27,1,0,1,11
202264,393,M,18,1,1,1,4
202267,1453,F,17,1,1,1,7
202269,2899,F,26,1,1,1,11
202275,11444,F,24,1,0,1,12
202277,9525,F,45,1,1,1,6
202285,12672,F,58,1,0,1,12
202286,2152,M,21,1,1,1,7
202287,11472,F,22,1,1,1,10
202288,5527,M,18,2,1,1,10
202291,1793,M,17,1,1,1,9
202292,6640,F,63,1,1,1,12
202297,1677,F,29,1,0,1,5
202300,10614,F,52,1,0,1,9
202301,3669,M,28,1,1,1,7
202302,4194,M,67,2,1,1,11
202304,11181,F,26,1,0,1,12
202310,14093,F,66,1,0,1,12
202315,2409,M,29,1,1,1,12
202316,1804,F,29,1,1,1,12
202318,2163,M,29,1,1,1,4
202328,5561,F,30,1,1,1,9
202329,7846,M,36,1,1,1,9
202330,4632,M,19,2,0,1,8
202331,5160,M,27,1,1,1,12
202341,1663,F,28,1,1,1,8
202345,12144,F,54,1,0,1,12
202346,3079,M,53,1,1,1,8
202348,14396,M,38,1,1,1,12
202349,1589,F,35,1,1,1,3
202350,443,F,66,1,1,1,5
202353,12985,M,29,1,0,1,12
202358,6875,F,70,1,0,1,12
202360,7155,F,45,1,1,1,11
202364,3360,F,37,1,1,1,11
202367,6598,F,38,1,1,1,12
202372,4447,M,57,1,0,1,8
202387,1210,F,27,1,1,1,4
202389,3167,F,53,1,1,1,7
202391,892,M,24,1,1,1,6
202395,18608,F,52,1,1,1,11
202406,3850,F,47,1,1,1,7
202416,14621,M,33,1,0,1,11
202419,11077,,54,1,1,1,11
202427,8392,F,39,1,0,1,12
202428,3843,F,26,1,0,1,12
202435,3723,,,1,1,1,11
202436,14746,F,26,1,0,1,12
202446,1383,M,37,1,1,1,5
202447,4864,F,47,1,1,1,10
202449,3969,M,23,1,0,1,10
202450,1178,F,21,1,1,1,6
202461,11748,F,49,1,0,1,12
202463,8319,F,20,1,1,1,9
202466,4394,F,40,1,1,1,8
202468,130,M,74,1,1,1,5
202473,1300,F,60,1,1,1,5
202483,5828,F,58,1,1,1,10
202485,2410,F,73,1,1,1,12
202487,4929,F,51,1,0,1,10
202489,12927,F,35,1,1,1,12
202495,6477,M,31,1,1,1,10
202503,6982,F,19,1,1,1,11
202511,1555,M,17,1,0,1,9
202515,4814,F,32,2,1,1,11
202520,9067,M,40,1,1,1,12
202524,4138,M,38,1,1,1,9
202526,3108,F,40,1,0,1,7
202534,6648,F,22,1,1,1,10
202537,3064,F,47,1,1,1,10
202539,8615,F,77,1,1,1,12
202548,383,F,20,1,1,1,7
202552,371,M,20,1,1,1,3
202559,1832,M,48,1,1,1,7
202575,8739,F,63,1,0,1,12
202581,1556,F,34,1,1,1,9
202590,5137,F,77,1,1,1,12
202592,6832,F,36,1,1,1,12
202604,6613,F,77,1,1,1,11
202608,3525,M,26,3,1,1,11
202610,7498,F,46,1,1,1,12
202614,3642,F,40,1,1,1,12
202620,3127,M,35,1,1,1,12
202626,13634,F,76,1,1,1,12
202912,3316,M,37,1,1,1,10
202913,527,M,18,1,1,1,4
202917,1396,F,30,1,1,1,6
202919,2256,M,23,1,1,1,5
202920,7665,M,25,1,0,1,12
202922,18307,F,53,1,0,1,12
202930,3107,F,41,1,1,1,12
202936,2442,F,20,1,1,1,12
202937,137,F,18,1,1,1,5
202938,6980,M,21,1,1,1,12
202940,1579,F,49,1,1,1,11
202942,5189,F,39,1,1,1,11
202943,17627,F,62,1,1,1,12
202951,6417,F,65,1,0,1,12
202963,1884,M,31,1,1,1,10
202964,1827,F,32,1,1,1,11
202969,3198,F,23,2,1,1,10
202971,19549,F,29,1,0,1,9
202973,1667,F,41,2,1,1,5
202974,2819,M,43,2,1,1,5
202976,4839,F,78,1,1,1,12
202984,1622,F,23,1,0,1,6
202987,15350,F,36,1,1,1,12
202990,6702,F,19,1,1,1,10
202997,2488,F,36,1,1,1,5
202998,4773,F,53,1,1,1,12
203004,4395,F,27,2,1,1,10
203008,1764,F,44,1,1,1,7
203029,1737,F,31,1,1,1,11
203030,15434,M,32,1,0,1,12
203035,2792,F,27,1,1,1,7
203056,1781,F,46,1,1,1,5
203063,13187,F,34,1,0,1,12
203071,9729,F,25,1,0,1,11
203240,3463,F,44,1,1,1,9
203769,1984,F,25,1,0,1,6
203776,12188,F,43,1,0,1,10
203778,1253,F,53,1,1,1,7
203779,6066,F,49,1,1,1,11
203787,507,M,42,1,1,1,4
203789,11801,F,44,2,1,1,10
203793,3558,M,23,1,1,1,9
203803,4190,F,25,2,1,1,8
203804,8274,F,47,1,1,1,11
203810,5613,F,20,1,1,1,10
203811,5924,M,21,2,1,1,11
203837,6337,F,45,1,1,1,9
203844,12037,F,28,1,1,1,12
203853,16334,F,37,1,0,1,12
203858,2042,F,67,1,1,1,8
203861,995,M,39,1,1,1,8
203880,21446,F,35,2,1,1,12
203900,5189,F,26,1,1,1,8
203920,9767,F,41,1,0,1,12
203947,2394,M,28,1,1,1,11
203968,2984,F,23,1,1,1,4
203973,4309,F,27,2,1,1,11
203979,1957,F,45,1,1,1,6
203980,2795,M,48,1,1,1,8
212708,2616,,,1,1,1,7
212720,16101,F,52,1,1,1,11
212722,4524,M,50,1,1,1,7
212728,2074,M,31,1,1,1,9
212743,9665,F,29,1,1,1,10
212745,1777,M,52,1,1,1,10
212750,3555,M,20,1,1,1,6
212752,16218,F,43,1,0,1,12
212753,6630,M,45,1,0,1,11
212760,3106,F,55,1,1,1,10
212761,1664,M,38,1,1,1,8
212765,1478,F,68,1,0,1,12
212773,2338,F,31,1,1,1,7
212775,4431,F,32,1,0,1,8
212777,10378,F,58,1,1,1,9
212778,6174,F,68,1,1,1,11
212781,9456,F,49,1,1,1,12
212784,6713,M,54,1,0,1,10
212785,2661,F,52,1,1,1,7
212786,5308,F,51,1,1,1,6
212788,775,F,54,1,1,1,5
212790,5269,F,50,1,1,1,12
212793,2856,F,66,1,1,1,8
212808,531,M,47,1,1,1,6
212811,1399,M,65,1,1,1,8
212814,3471,F,42,1,1,1,9
212815,3002,M,41,1,1,1,12
212821,1522,F,33,1,1,1,6
212823,912,F,33,1,1,1,4
212824,12661,F,28,1,1,1,11
212825,6405,M,22,1,0,1,10
212828,20074,F,32,1,1,1,12
212830,1276,F,43,1,1,1,5
212834,18335,F,42,1,1,1,12
212835,3500,F,37,1,0,1,6
212836,1730,F,52,1,1,1,7
212837,5197,M,60,1,1,1,7
212839,5807,F,29,1,1,1,9
212843,4119,F,44,1,1,1,11
212848,8495,F,40,1,1,1,7
212850,10091,F,60,1,0,1,11
212851,17113,F,51,1,0,1,12
212855,2813,M,69,1,1,1,10
212859,9138,F,52,1,1,1,12
212860,5477,F,61,1,1,1,8
212863,7502,F,41,1,1,1,11
212868,4756,F,61,1,1,1,9
212869,5496,M,35,1,1,1,6
212870,3257,F,32,1,1,1,5
212871,8239,F,67,1,0,1,11
212875,6932,F,73,1,1,1,11
212876,5526,F,41,1,1,1,10
212878,12550,F,47,2,1,1,12
212888,9073,F,59,1,0,1,12
212891,9071,F,81,1,1,1,7
212892,8554,F,34,1,1,1,10
212895,4796,F,32,1,1,1,9
212896,3529,F,53,1,1,1,8
212899,2886,F,56,1,1,1,6
212904,7863,F,78,1,1,1,10
212909,18851,,,1,1,1,10
212911,10103,F,55,1,0,1,12
212913,5873,F,34,1,1,1,9
212919,4324,F,74,1,1,1,11
212920,4165,F,41,1,1,1,11
212924,3388,M,22,1,1,1,9
212928,4076,F,43,1,1,1,6
212931,1471,M,44,1,1,1,5
212933,4107,F,31,1,1,1,6
212935,3102,F,54,1,1,1,5
212937,4678,F,64,1,0,1,11
212940,5371,M,43,1,0,1,11
212947,5685,F,47,1,1,1,9
212955,10122,F,29,1,1,1,11
212956,3581,F,50,1,1,1,11
212957,10057,F,30,1,1,1,12
212958,9109,M,34,1,1,1,11
212959,2635,M,62,1,1,1,11
212961,4410,M,45,2,1,1,7
212977,4585,M,28,1,0,1,9
212978,3469,F,28,1,1,1,10
212984,3806,F,54,1,0,1,9
212989,441,F,60,1,1,1,5
212995,1109,F,53,1,1,1,6
213003,1892,F,44,1,1,1,11
213004,4774,F,64,1,1,1,6
213005,5408,M,35,1,0,1,10
213008,1991,M,26,1,1,1,9
213011,1940,F,30,1,1,1,9
213013,3626,F,33,1,1,1,8
213015,4439,M,44,2,1,1,12
213016,5483,M,68,1,0,1,9
213017,77,F,32,1,1,1,3
213018,10726,F,50,1,1,1,12
213026,8542,M,22,1,0,1,10
213027,2195,F,20,1,1,1,4
213029,10837,F,42,2,1,1,11
213033,17401,M,33,1,0,1,9
213034,7198,F,53,1,1,1,12
213036,5883,F,18,1,0,1,9
213037,1137,F,19,1,1,1,7
213038,3696,F,33,1,1,1,10
213039,4228,M,32,1,1,1,9
213043,218,F,18,1,1,1,5
213049,2224,F,38,1,1,1,7
213053,5574,F,60,1,1,1,12
213054,1207,F,25,1,1,1,8
213057,7212,M,48,2,1,1,10
213058,5642,M,35,1,0,1,11
213060,9324,F,61,1,0,1,11
213062,2503,,,1,1,1,9
213068,7177,F,66,1,1,1,8
213069,2517,F,50,1,1,1,7
213072,16071,M,40,1,1,1,12
213075,2033,F,33,2,1,1,6
213081,5091,F,25,1,1,1,11
213086,4837,M,35,1,1,1,12
213087,5367,F,36,1,1,1,12
213091,14970,M,37,1,1,1,12
213093,3059,M,37,1,1,1,9
213096,1854,F,48,1,1,1,7
213098,633,F,30,1,1,1,6
213101,7107,F,37,1,0,1,12
213103,1215,F,54,1,1,1,5
213107,10424,F,21,1,1,1,11
213108,16203,M,22,1,1,1,10
213118,5144,F,37,1,1,1,9
213120,1643,M,5,1,1,1,8
213126,14985,F,32,1,0,1,11
213129,3032,F,59,1,1,1,12
213136,6603,F,53,1,1,1,9
213142,2607,F,41,1,1,1,8
213143,9972,F,41,1,1,1,12
213145,6801,F,61,1,0,1,11
213152,16698,F,55,1,0,1,12
213153,10158,F,28,1,1,1,10
213154,6182,F,55,1,1,1,8
213157,3100,F,61,1,1,1,7
213160,4611,F,26,1,1,1,8
213163,3907,F,38,1,0,1,12
213167,10268,F,26,1,1,1,12
213168,636,F,24,1,1,1,6
213171,1551,F,41,1,1,1,6
213180,8148,F,1,1,1,1,12
213181,5890,F,66,1,1,1,9
213182,8536,F,31,1,1,1,10
213192,12461,F,65,1,0,1,12
213194,1123,F,31,1,1,1,6
213197,6336,F,39,1,0,1,12
213199,3502,F,48,1,1,1,10
213200,631,F,18,1,1,1,6
213203,903,M,22,1,1,1,7
213204,254,F,19,1,0,0,5
213205,3934,F,26,1,1,1,11
213206,12224,F,53,1,0,1,12
213209,9749,M,24,1,1,1,12
213210,1636,F,24,1,1,1,7
213213,9734,F,59,1,1,1,10
213216,7643,F,71,1,1,1,12
213227,6187,F,55,1,1,1,11
213231,12422,F,57,1,1,1,12
213233,2564,F,45,1,1,1,4
213238,8026,M,52,1,1,1,9
213239,3067,M,56,1,1,1,7
213240,1991,F,71,1,1,1,11
213243,11582,F,63,1,1,1,12
213245,1716,F,45,1,1,1,8
213251,1581,F,28,1,1,1,12
213254,7471,F,43,1,0,1,12
213255,7530,M,48,1,1,1,12
213256,8281,F,34,2,0,1,11
213257,5021,M,42,1,0,1,8
213258,4108,M,24,1,1,1,8
213259,20424,M,29,1,1,1,11
213261,17011,M,44,1,1,1,8
213268,2266,M,48,1,1,1,7
213291,16507,F,47,1,1,1,12
213292,4287,F,68,1,1,1,11
213293,2085,F,41,1,1,1,11
213309,10716,F,24,1,1,1,11
213311,9086,F,45,1,0,1,11
213319,4037,F,52,1,1,1,9
213321,3502,F,54,1,1,1,12
213325,8401,F,62,1,1,1,11
213327,461,M,66,1,1,1,9
213329,10264,F,61,1,1,1,12
213330,9730,F,39,1,0,1,12
213335,885,M,53,1,1,1,3
213338,8043,F,31,1,1,1,11
213339,4859,M,51,1,1,1,9
213340,8088,M,29,1,1,1,7
213342,4872,F,36,1,1,1,8
213347,22736,M,51,1,0,1,12
213352,7657,M,26,1,0,1,11
213353,2305,F,23,1,0,1,9
213357,4666,F,57,1,1,1,12
213360,16889,M,29,1,0,1,12
213361,2508,F,29,1,1,1,6
213364,15191,M,30,1,1,1,9
213389,781,F,23,1,1,1,2
213390,14692,F,57,1,1,1,11
213394,6116,F,45,1,1,1,6
213419,1895,F,56,1,1,1,7
213433,3552,F,29,1,1,1,11
213435,8415,M,66,1,0,1,12
216579,5813,F,61,1,1,1,10
216580,2258,F,29,1,1,1,8
216585,3575,M,30,1,1,1,6
216586,6681,F,29,1,1,1,10
216588,2242,,24,1,1,1,6
216594,7300,M,53,2,0,1,12
216597,4144,F,32,1,1,1,12
216601,346,M,55,1,1,1,3
216604,368,F,43,1,1,1,3
216610,4821,F,23,2,1,1,9
216615,17988,M,24,1,1,1,11
216616,4049,F,31,1,1,1,9
216617,20335,M,34,1,0,1,12
216621,7811,F,51,2,1,1,11
216624,21158,M,45,1,0,1,12
216626,1904,F,39,1,1,1,6
216627,2167,F,40,1,1,1,5
216628,3920,F,56,1,1,1,9
216630,2987,F,72,1,1,1,11
216631,2387,F,32,1,1,1,8
216632,560,F,55,1,1,1,5
216637,955,F,46,1,1,1,4
216638,6449,F,75,1,1,1,10
216640,3623,F,48,1,1,1,10
216647,7307,F,20,1,0,1,10
216654,1820,F,48,1,1,1,5
216656,7568,M,44,1,1,1,8
216658,6560,F,33,1,1,1,10
216661,3254,M,49,1,1,1,8
216663,575,F,23,1,1,1,2
216666,1058,F,38,1,1,1,8
216668,6855,F,52,1,1,1,12
216677,3087,M,38,1,1,1,6
216681,2374,M,47,1,0,1,8
216682,3198,M,36,1,0,1,11
216693,8204,F,41,1,0,1,10
216707,2326,F,55,1,1,1,6
216708,7195,M,41,1,1,1,11
216709,8393,M,57,1,1,1,9
216717,12330,F,58,1,0,1,11
216719,3390,M,56,2,0,1,8
216736,4409,F,38,1,1,1,8
216744,5577,F,33,2,0,1,9
216745,6323,F,40,1,1,1,8
216750,1588,F,67,1,1,1,9
216752,11860,F,72,1,0,1,12
216756,3383,F,39,1,1,1,9
216757,588,M,44,1,1,1,3
216761,4772,M,47,1,1,1,10
216765,7992,F,27,1,1,1,10
216767,3050,F,49,1,1,1,8
216769,13644,F,51,1,1,1,11
216771,3769,F,60,1,0,1,8
216772,2541,F,43,1,1,1,7
216773,3151,F,57,1,1,1,9
216777,11677,F,67,2,1,1,10
216788,9244,F,35,1,0,1,12
216791,6115,M,40,1,1,1,6
216792,7119,F,63,1,1,1,6
216797,8123,F,37,1,0,1,8
216800,1064,F,55,1,1,1,7
216802,1461,M,44,1,1,1,9
216805,6626,F,44,1,1,1,8
216807,4876,M,45,1,1,1,11
216809,7149,F,64,1,1,1,11
216810,7258,F,60,1,1,1,11
216815,3926,F,29,2,1,1,6
216817,1528,F,33,1,1,1,4
216826,1312,M,33,1,1,1,11
216827,4555,F,58,1,0,1,10
216828,18894,F,59,1,0,1,10
216831,7762,M,65,1,1,1,10
216832,8676,M,71,1,0,1,11
216834,3639,F,33,1,1,1,5
216840,10971,M,48,1,1,1,10
216842,13094,M,40,1,0,1,11
216845,17247,M,33,1,0,1,12
216847,16784,F,51,1,1,1,11
216850,8503,M,38,1,1,1,12
216853,10153,F,38,1,1,1,11
216862,1171,F,67,1,1,1,8
216866,2310,F,54,1,1,1,5
216868,10156,F,50,2,1,1,9
216869,5180,F,54,2,0,1,9
216878,6658,M,41,1,1,1,8
216879,2068,F,66,1,1,1,8
216882,2047,M,33,1,1,1,8
216885,10525,M,41,1,0,1,12
216887,1754,M,38,1,1,1,6
216898,803,F,38,1,1,1,6
216905,3416,F,56,1,1,1,7
216906,1885,M,27,1,1,1,4
216909,3473,M,11,1,1,1,9
216910,9644,F,67,1,0,1,12
216911,2520,F,45,1,1,1,9
216913,12115,F,32,1,0,1,11
216915,2099,F,39,1,1,1,10
216916,1924,F,63,1,1,1,5
216917,4685,F,64,1,1,1,9
216918,2136,,,1,1,1,8
216920,3123,,,1,1,1,9
216923,8005,F,37,1,0,1,12
216927,4247,F,34,1,0,1,11
216929,1387,F,26,1,0,1,8
216930,3935,M,53,1,1,1,11
216932,2206,F,44,1,1,1,8
216933,5431,F,68,1,0,1,10
216934,6212,,,1,1,1,8
216936,6515,F,54,1,1,1,10
216938,4888,F,22,1,1,1,10
216941,6991,M,43,1,1,1,11
216942,3304,F,40,1,1,1,10
216946,19445,F,54,1,0,1,11
216948,7306,F,58,1,1,1,11
216952,5115,M,48,1,1,1,10
216956,4881,F,44,1,0,1,8
216958,70,F,42,1,1,1,3
216959,6798,F,22,1,1,1,11
216971,189,M,31,1,1,1,8
216975,1071,F,27,1,1,1,9
216978,6256,M,33,1,0,1,11
216981,1661,M,45,2,0,1,11
216985,631,,55,1,1,1,6
216986,2024,M,27,1,0,1,11
216988,4390,,55,1,1,1,8
216992,6153,,55,1,0,1,12
216993,1138,,55,1,0,1,4
216994,1184,F,53,1,1,1,6
216995,1673,,,1,1,1,8
216996,2608,F,26,1,1,1,8
216997,5703,F,27,1,1,1,8
216999,15255,F,48,1,0,1,11
217001,665,M,28,1,1,1,7
217003,1460,M,19,1,1,1,9
217004,5148,F,22,2,0,1,11
217005,1022,M,39,1,1,1,10
217010,130,M,22,1,1,1,6
217012,283,M,20,1,1,1,4
217018,1391,M,18,1,1,1,8
217022,2027,F,20,1,0,1,11
217026,280,M,22,1,1,1,6
217028,10047,F,30,1,0,1,12
217030,7838,F,20,1,1,1,7
217031,421,F,20,1,1,1,3
217032,189,M,19,1,1,1,6
217037,380,,55,1,1,1,5
217041,16121,F,33,1,0,1,11
217043,695,F,22,1,1,1,8
217045,742,,,1,1,1,6
217046,1274,F,48,1,0,1,8
217048,8545,,55,1,1,1,8
222599,4933,F,32,1,1,1,10
226501,3541,M,56,1,1,1,11
226503,9529,M,31,1,1,1,11
226505,1348,F,22,1,1,1,7
227597,2617,F,27,1,1,1,7
227643,4852,F,61,1,1,1,11
227655,1679,M,69,1,0,1,5
227661,6796,F,41,1,1,1,11
227662,5447,F,32,1,0,1,10
227667,7898,F,51,1,0,1,9
227673,1665,M,27,1,0,1,6
227676,7312,F,42,1,1,1,10
227677,11670,M,53,1,1,1,11
227698,4301,M,33,1,1,1,8
227757,11437,,,1,1,1,11
227760,10791,M,38,1,1,1,11
227771,9748,F,54,1,1,1,11
227776,4671,F,56,1,1,1,7
227818,2405,F,23,1,1,1,5
227820,3084,F,36,1,0,1,10
227883,1952,M,37,1,0,1,8
227884,12309,F,36,1,1,1,10
227898,6813,F,45,1,1,1,11
227899,21485,M,65,1,1,1,7
227905,795,F,45,1,0,1,6
227915,3640,F,68,1,1,1,11
227930,1944,F,28,1,1,1,10
227936,4973,M,23,1,1,1,8
227994,1086,M,47,1,0,1,8
228028,5874,F,20,1,0,1,9
228673,4137,F,47,1,0,1,9
228674,2831,F,28,1,1,1,11
228683,13663,F,22,1,1,1,11
228684,2368,F,51,1,1,1,10
228686,12362,M,33,1,1,1,10
228691,12735,F,69,1,1,1,11
228692,7326,M,25,1,1,1,10
228694,2433,M,40,1,1,1,11
228696,18788,F,46,1,1,1,11
228699,1089,M,19,2,1,1,8
228714,816,M,37,1,0,1,5
228717,4349,M,52,1,0,1,9
228718,4670,F,42,1,1,1,9
228721,14212,F,47,1,1,1,11
228724,1348,F,55,1,1,1,6
228725,2636,M,57,1,1,1,9
228727,4514,F,41,1,1,1,11
228730,7165,F,62,1,1,1,7
228741,2916,F,28,1,1,1,7
228743,3040,M,21,1,0,1,7
228747,1769,F,36,1,1,1,7
228750,2620,M,50,1,1,1,9
228754,4237,M,42,2,1,1,10
228760,5772,M,25,1,1,1,11
228763,9077,M,46,1,1,1,10
228767,1899,F,39,1,1,1,5
228768,4781,M,43,1,1,1,10
228769,4776,M,27,1,1,1,10
228771,1026,F,26,1,0,1,8
228773,3650,M,29,1,0,1,7
228782,5057,F,31,2,0,1,7
228785,2831,M,43,2,1,1,9
228786,1280,F,42,1,0,1,3
228789,9586,F,63,1,1,1,11
228791,3772,F,46,1,0,1,10
228792,3756,M,45,2,1,1,8
228805,9270,M,30,1,1,1,11
228837,10622,M,34,1,1,1,12
228838,1190,F,44,1,0,1,10
228840,3037,F,54,1,1,1,9
228843,6697,,,1,1,1,11
228846,3975,M,63,1,0,1,8
228849,2937,F,38,1,1,1,7
228854,2301,F,52,1,1,1,9
228866,3868,F,64,1,1,1,11
228869,4252,F,52,1,1,1,8
228870,2644,M,53,1,1,1,11
228871,7681,F,32,1,1,1,12
228878,878,F,31,1,0,1,6
228886,1476,F,24,1,0,1,9
228887,969,F,42,1,1,1,8
228888,11153,F,54,1,0,1,9
228890,1594,F,53,1,0,1,5
228893,4290,F,79,1,1,1,11
228896,3893,F,56,1,1,1,11
228900,1922,F,18,2,0,1,8
228901,2186,M,30,1,1,1,9
228903,8514,M,28,1,1,1,12
228904,4374,F,28,1,1,1,10
228905,7695,F,28,1,1,1,10
228906,2116,M,37,1,1,1,6
228908,10044,M,31,1,1,1,11
228912,7774,F,55,1,1,1,11
228915,1735,F,12,1,0,1,8
228918,5918,F,56,1,1,1,11
228921,1191,M,22,1,0,1,5
228923,1917,M,22,1,1,1,8
228927,4119,F,29,1,1,1,11
228930,7774,F,32,1,1,1,11
228946,4940,F,26,1,1,1,10
228951,16303,F,61,1,1,1,10
228952,1956,F,25,1,1,1,8
228955,5433,F,27,1,1,1,10
228960,15021,M,75,1,1,1,11
228962,8612,M,46,1,1,1,11
228967,7571,,,1,1,1,11
228968,712,M,35,2,1,1,5
228972,2933,F,15,1,0,1,5
228973,6231,F,37,1,0,1,8
228978,21580,F,58,1,1,1,11
228981,19348,F,63,1,1,1,11
228987,4150,F,58,1,1,1,11
228990,3610,M,34,1,0,1,6
228992,1992,F,69,1,0,1,3
228993,1499,M,20,1,0,1,9
228994,15864,M,42,1,1,1,11
228997,1538,F,40,1,1,1,6
228998,1468,M,39,1,1,1,9
228999,8723,F,40,1,1,1,11
229012,15336,M,38,2,1,1,11
229032,8906,M,59,1,1,1,11
229057,4285,F,36,1,1,1,7
229076,5570,F,28,1,1,1,11
229092,5308,M,20,1,1,1,8
229096,2244,F,18,1,0,1,7
229101,837,F,65,1,0,1,8
229120,22309,F,27,1,1,1,10
229151,2103,M,26,1,1,1,6
229158,1037,F,40,1,0,1,6
229159,5700,F,69,1,1,1,11
229168,1190,M,59,1,0,1,7
229172,6636,M,66,1,1,1,10
229193,1106,F,58,1,1,1,10
229216,859,F,27,1,1,1,7
229249,3342,F,76,1,0,1,9
229250,5002,F,57,1,1,1,11
232605,3894,M,41,1,0,1,5
232648,6637,F,70,1,1,1,11
232651,3776,M,47,1,0,1,5
232714,3233,M,35,1,1,1,11
232743,12598,M,27,1,1,1,11
232751,3752,F,23,1,0,1,7
232755,677,M,54,1,0,1,5
232756,15239,F,54,1,1,1,10
232771,2260,F,40,1,0,1,8
232778,5238,F,17,1,1,1,11
232779,4207,M,26,1,1,1,9
232780,1967,F,42,1,0,1,9
232797,2799,F,47,1,0,1,9
232800,5046,F,29,1,1,1,7
232813,16652,,45,1,1,1,12
232834,11752,M,25,1,1,1,11
232835,3335,F,21,1,1,1,7
232881,3160,M,49,1,1,1,10
232914,1719,M,24,1,1,1,3
232924,2352,F,50,1,1,1,11
232942,3601,F,57,1,0,1,7
232954,3001,M,28,1,0,1,6
233007,3870,F,23,1,1,1,10
233017,5899,F,66,1,1,1,11
233049,13222,F,58,1,1,1,11
233055,8284,F,27,1,1,1,12
233057,5003,F,74,1,0,1,9
233065,2197,F,30,1,1,1,5
233106,1996,F,30,1,0,1,6
233107,6068,F,73,1,1,1,11
233109,2752,F,43,1,1,1,8
233122,2751,F,66,1,1,1,11
233150,6209,F,27,1,1,1,11
233218,6919,F,29,1,1,1,10
233220,15310,M,31,2,1,1,10
233249,1156,M,42,1,1,1,6
233277,2776,M,31,1,0,1,11
233367,4881,M,32,1,1,1,11
233399,2218,M,71,1,0,1,4
233403,12274,F,66,1,1,1,9
233407,3362,F,78,1,0,1,6
233409,2004,F,1,1,0,1,3
233419,2303,F,66,1,0,1,6
233431,6050,F,52,1,1,1,11
233440,12534,F,30,1,1,1,10
233444,1258,F,63,1,1,1,7
233448,20155,F,23,1,1,1,10
233463,8957,F,47,1,1,1,9
233464,16792,F,38,1,1,1,11
233515,2068,F,18,1,1,1,10
233541,2234,F,23,1,1,1,10
233611,1259,F,65,1,0,1,7
233640,13185,M,23,1,1,1,10
233679,1361,M,26,1,1,1,9
233687,7592,F,30,1,1,1,11
233700,2099,F,73,1,1,1,11
233702,21479,F,26,1,0,1,10
233721,7647,F,33,1,1,1,11
233726,1688,F,64,1,1,1,11
233771,2440,M,43,1,0,1,8
233772,4956,F,67,1,1,1,11
233841,1473,F,31,1,1,1,3
233871,11772,F,23,1,1,1,11
233872,5226,F,1,1,1,1,7
233877,7459,F,37,1,1,1,11
233918,5578,F,35,1,1,1,8
233945,4560,M,56,1,1,1,10
234021,6973,F,74,1,1,1,10
234032,944,F,21,1,0,1,9
234066,12181,M,31,1,1,1,8
234071,3111,F,25,1,1,1,9
234081,4375,M,43,1,1,1,11
234940,6716,F,26,1,1,1,11
235006,706,F,60,1,0,1,5
235011,4289,F,22,1,1,1,11
235012,4952,M,22,1,0,1,9
235015,6613,F,29,1,0,1,10
235016,1355,F,67,1,1,1,11
235017,2126,M,71,1,1,1,9
235019,2323,F,34,1,1,1,9
235025,9883,F,33,1,0,1,10
235026,1615,F,56,1,1,1,3
235029,3769,F,19,1,1,1,8
235034,1065,F,58,1,0,1,6
235038,1112,F,37,1,1,1,5
235039,9101,F,34,1,1,1,11
235040,1421,M,48,1,0,1,8
235041,1180,F,31,1,1,1,3
235047,9842,F,41,1,1,1,11
235049,12014,,,1,0,1,9
235052,704,F,51,1,1,1,10
235054,9569,F,52,1,1,1,11
235057,2638,F,29,1,1,1,9
235059,1053,F,26,1,1,1,3
235060,429,M,28,1,0,1,4
235061,15927,,,1,1,1,11
235062,7863,F,72,1,1,1,11
235063,14588,F,35,1,1,1,11
235065,3014,F,71,1,1,1,11
235067,5770,F,57,1,1,1,11
235069,2759,F,58,1,1,1,10
235072,5340,F,67,1,0,1,7
235075,4615,F,38,1,0,1,8
235076,1535,F,18,1,0,1,5
235077,21231,F,53,1,1,1,11
235078,4149,,,1,0,1,7
235079,5704,F,43,1,1,1,11
235081,12660,F,53,1,1,1,11
235085,6532,F,59,1,1,1,11
235086,1162,F,40,1,1,1,9
235098,6993,F,39,1,1,1,11
235101,5209,M,41,1,1,1,9
235102,4902,F,55,1,1,1,11
235105,1973,F,46,1,0,1,8
235106,2930,F,65,1,1,1,10
235107,6659,F,41,1,1,1,11
235108,6870,F,34,1,1,1,11
235110,3987,M,65,1,1,1,11
235115,6117,F,45,1,1,1,11
235117,3676,F,56,1,1,1,11
